## ENSEMBL VARIANT EFFECT PREDICTOR v105.0
## Output produced at 2023-02-09 15:03:05
## Using cache in /home/hjb_xxf/ssd_1/homo_sapiens/105_GRCh38
## Using API version 105, DB version ?
## ensembl version 105.f357e33
## ensembl-funcgen version 105.660df8f
## ensembl-variation version 105.ac8178e
## ensembl-io version 105.2a0a40c
## ClinVar version 202201
## gnomADe version r2.1.1
## assembly version GRCh38.p13
## gnomADg version v3.1.2
## dbSNP version 154
## COSMIC version 95
## HGMD-PUBLIC version 20204
## sift version sift5.2.2
## polyphen version 2.2.2
## 1000genomes version phase3
## regbuild version 1.0
## gencode version GENCODE 41
## genebuild version 2014-07
## Column descriptions:
## Uploaded_variation : Identifier of uploaded variant
## Location : Location of variant in standard coordinate format (chr:start or chr:start-end)
## Allele : The variant allele used to calculate the consequence
## Gene : Stable ID of affected gene
## Feature : Stable ID of feature
## Feature_type : Type of feature - Transcript, RegulatoryFeature or MotifFeature
## Consequence : Consequence type
## cDNA_position : Relative position of base pair in cDNA sequence
## CDS_position : Relative position of base pair in coding sequence
## Protein_position : Relative position of amino acid in protein
## Amino_acids : Reference and variant amino acids
## Codons : Reference and variant codon sequence
## Existing_variation : Identifier(s) of co-located known variants
## Extra column keys:
## IMPACT : Subjective impact classification of consequence type
## DISTANCE : Shortest distance from variant to transcript
## STRAND : Strand of the feature (1/-1)
## FLAGS : Transcript quality flags
#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
chr9_69607190_insertion	chr9:69607190	insertion	ENSG00000107282	ENST00000265381	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_70162416_insertion	chr9:70162416	insertion	ENSG00000165072	ENST00000377182	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_70686784_insertion	chr9:70686784	insertion	ENSG00000083067	ENST00000677713	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_71756254_insertion	chr9:71756254	insertion	ENSG00000135048	ENST00000377044	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_73054615_insertion	chr9:73054615	insertion	ENSG00000228024	ENST00000416662	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.01
chr9_74335764_insertion	chr9:74335764	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_75786681_insertion	chr9:75786681	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_76337146_insertion	chr9:76337146	insertion	ENSG00000099139	ENST00000674117	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_76509604_insertion	chr9:76509604	insertion	ENSG00000187210	ENST00000376730	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2188;STRAND=1
chr9_76747336_insertion	chr9:76747336	insertion	ENSG00000106772	ENST00000376718	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_77152260_insertion	chr9:77152260	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_78061986_insertion	chr9:78061986	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_78140499_insertion	chr9:78140499	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_79478634_insertion	chr9:79478634	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_79478641_insertion	chr9:79478641	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_79681256_insertion	chr9:79681256	insertion	ENSG00000106829	ENST00000376552	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_80572837_insertion	chr9:80572837	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_80572841_insertion	chr9:80572841	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_80572842_insertion	chr9:80572842	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_80740845_insertion	chr9:80740845	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_81863849_insertion	chr9:81863849	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_83123631_insertion	chr9:83123631	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_83587503_insertion	chr9:83587503	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_84888989_insertion	chr9:84888989	insertion	ENSG00000148053	ENST00000277120	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_85315143_insertion	chr9:85315143	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_86539643_insertion	chr9:86539643	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_88230955_insertion	chr9:88230955	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_88433382_insertion	chr9:88433382	insertion	ENSG00000106723	ENST00000375859	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_88433398_insertion	chr9:88433398	insertion	ENSG00000106723	ENST00000375859	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_89671686_insertion	chr9:89671686	insertion	ENSG00000237372	ENST00000617436	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_90736221_insertion	chr9:90736221	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_91348006_insertion	chr9:91348006	insertion	ENSG00000148090	ENST00000375731	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_91385758_insertion	chr9:91385758	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_92428685_insertion	chr9:92428685	insertion	ENSG00000188312	ENST00000375587	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_92835511_insertion	chr9:92835511	insertion	ENSG00000226721	ENST00000433698	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1315;STRAND=-1
chr9_93916254_insertion	chr9:93916254	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_94530641_insertion	chr9:94530641	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_95188002_insertion	chr9:95188002	insertion	ENSG00000158169	ENST00000289081	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_96301532_insertion	chr9:96301532	insertion	ENSG00000130948	ENST00000375263	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_96424502_insertion	chr9:96424502	insertion	ENSG00000287302	ENST00000656770	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3373;STRAND=-1
chr9_96529236_insertion	chr9:96529236	insertion	ENSG00000081377	ENST00000375241	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_96633363_insertion	chr9:96633363	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_98447060_insertion	chr9:98447060	insertion	ENSG00000136928	ENST00000259455	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_99624673_insertion	chr9:99624673	insertion	ENSG00000237461	ENST00000652827	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_101419834_insertion	chr9:101419834	insertion	ENSG00000136872	ENST00000647789	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=726;STRAND=-1
chr9_101447524_insertion	chr9:101447524	insertion	ENSG00000270982	ENST00000605340	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2277;STRAND=1
chr9_101447710_insertion	chr9:101447710	insertion	ENSG00000270982	ENST00000605340	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2091;STRAND=1
chr9_102976023_insertion	chr9:102976023	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_102976081_insertion	chr9:102976081	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_103723503_insertion	chr9:103723503	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_104435591_insertion	chr9:104435591	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_104638702_insertion	chr9:104638702	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_106380314_insertion	chr9:106380314	insertion	ENSG00000234323	ENST00000637185	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_106913608_insertion	chr9:106913608	insertion	ENSG00000148143	ENST00000277225	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_109106200_insertion	chr9:109106200	insertion	ENSG00000106771	ENST00000374586	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_110274814_insertion	chr9:110274814	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_110564902_insertion	chr9:110564902	insertion	ENSG00000165124	ENST00000374469	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_111138185_insertion	chr9:111138185	insertion	ENSG00000227531	ENST00000426204	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1061;STRAND=-1
chr9_111571012_insertion	chr9:111571012	insertion	ENSG00000106853	ENST00000407693	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_112901745_insertion	chr9:112901745	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_113333392_insertion	chr9:113333392	insertion	ENSG00000148225	ENST00000374193	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_113814361_insertion	chr9:113814361	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_115248427_insertion	chr9:115248427	insertion	ENSG00000234692	ENST00000444701	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4111;STRAND=-1
chr9_116446250_insertion	chr9:116446250	insertion	ENSG00000148219	ENST00000313400	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_116734544_insertion	chr9:116734544	insertion	ENSG00000148219	ENST00000313400	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_116734557_insertion	chr9:116734557	insertion	ENSG00000148219	ENST00000313400	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_117016660_insertion	chr9:117016660	insertion	ENSG00000148219	ENST00000313400	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_125028685_insertion	chr9:125028685	insertion	ENSG00000173611	ENST00000336505	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_126310416_insertion	chr9:126310416	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_128464665_insertion	chr9:128464665	insertion	ENSG00000136811	ENST00000351030	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_128464666_insertion	chr9:128464666	insertion	ENSG00000136811	ENST00000351030	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_129033120_insertion	chr9:129033120	insertion	ENSG00000148343	ENST00000684074	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3506;STRAND=1
chr9_129249401_insertion	chr9:129249401	insertion	ENSG00000204055	ENST00000674627	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_129249425_insertion	chr9:129249425	insertion	ENSG00000204055	ENST00000674627	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_129443648_insertion	chr9:129443648	insertion	ENSG00000230676	ENST00000436510	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chr9_131414531_insertion	chr9:131414531	insertion	ENSG00000288701	ENST00000683519	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_131414587_insertion	chr9:131414587	insertion	ENSG00000288701	ENST00000683519	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_131694949_insertion	chr9:131694949	insertion	ENSG00000107263	ENST00000683357	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_132812525_insertion	chr9:132812525	insertion	ENSG00000165695	ENST00000298545	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_132883601_insertion	chr9:132883601	insertion	ENSG00000165698	ENST00000356311	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.01
chr9_133296972_insertion	chr9:133296972	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_133382759_insertion	chr9:133382759	insertion	ENSG00000198870	ENST00000371957	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_133895950_insertion	chr9:133895950	insertion	ENSG00000160293	ENST00000371850	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_133914920_insertion	chr9:133914920	insertion	ENSG00000160293	ENST00000371850	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr9_134596108_insertion	chr9:134596108	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_135322221_insertion	chr9:135322221	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr9_136403241_insertion	chr9:136403241	insertion	ENSG00000165684	ENST00000684778	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3071;STRAND=-1
chr9_136932395_insertion	chr9:136932395	insertion	ENSG00000213590	ENST00000395082	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3445;STRAND=1
chr9_137640922_insertion	chr9:137640922	insertion	ENSG00000181090	ENST00000460843	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_137640936_insertion	chr9:137640936	insertion	ENSG00000181090	ENST00000460843	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_138001325_insertion	chr9:138001325	insertion	ENSG00000148408	ENST00000371372	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr9_138203565_insertion	chr9:138203565	insertion	ENSG00000237419	ENST00000428088	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=240;STRAND=-1
chrX_315587_insertion	chrX:315587	insertion	ENSG00000178605	ENST00000326153	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chrX_429100_insertion	chrX:429100	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_738234_insertion	chrX:738234	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1012535_insertion	chrX:1012535	insertion	ENSG00000225661	ENST00000436474	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2434;STRAND=-1
chrX_1083646_insertion	chrX:1083646	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1165406_insertion	chrX:1165406	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1271210_insertion	chrX:1271210	insertion	ENSG00000198223	ENST00000381529	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_1284683_insertion	chrX:1284683	insertion	ENSG00000198223	ENST00000381529	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_1307518_insertion	chrX:1307518	insertion	ENSG00000198223	ENST00000381529	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_1319000_insertion	chrX:1319000	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1555327_insertion	chrX:1555327	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1564538_insertion	chrX:1564538	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1564540_insertion	chrX:1564540	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1701680_insertion	chrX:1701680	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1819928_insertion	chrX:1819928	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1894527_insertion	chrX:1894527	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_1918391_insertion	chrX:1918391	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_2374515_insertion	chrX:2374515	insertion	ENSG00000169084	ENST00000334651	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_2453827_insertion	chrX:2453827	insertion	ENSG00000169084	ENST00000334651	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_2630110_insertion	chrX:2630110	insertion	ENSG00000223773	ENST00000430562	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_3165364_insertion	chrX:3165364	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_6197424_insertion	chrX:6197424	insertion	ENSG00000146938	ENST00000381095	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_6197442_insertion	chrX:6197442	insertion	ENSG00000146938	ENST00000381095	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_6627996_insertion	chrX:6627996	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_8818498_insertion	chrX:8818498	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_10161125_insertion	chrX:10161125	insertion	ENSG00000073464	ENST00000380833	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_11037133_insertion	chrX:11037133	insertion	ENSG00000234129	ENST00000669054	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_12286817_insertion	chrX:12286817	insertion	ENSG00000169933	ENST00000675598	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_12767783_insertion	chrX:12767783	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_12979986_insertion	chrX:12979986	insertion	ENSG00000205542	ENST00000451311	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2763;STRAND=1
chrX_13886720_insertion	chrX:13886720	insertion	ENSG00000046653	ENST00000454189	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_15266964_insertion	chrX:15266964	insertion	ENSG00000102048	ENST00000380488	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_16523782_insertion	chrX:16523782	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_20794947_insertion	chrX:20794947	insertion	ENSG00000283380	ENST00000636678	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_26149429_insertion	chrX:26149429	insertion	ENSG00000232446	ENST00000436203	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1148;STRAND=1
chrX_26463318_insertion	chrX:26463318	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_27514216_insertion	chrX:27514216	insertion	ENSG00000238247	ENST00000367074	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3668;STRAND=1
chrX_27514281_insertion	chrX:27514281	insertion	ENSG00000238247	ENST00000367074	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3603;STRAND=1
chrX_28398925_insertion	chrX:28398925	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_30636380_insertion	chrX:30636380	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_30684067_insertion	chrX:30684067	insertion	ENSG00000198814	ENST00000427190	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_30789574_insertion	chrX:30789574	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_30790959_insertion	chrX:30790959	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_31528156_insertion	chrX:31528156	insertion	ENSG00000198947	ENST00000357033	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_31721594_insertion	chrX:31721594	insertion	ENSG00000198947	ENST00000357033	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_31721704_insertion	chrX:31721704	insertion	ENSG00000198947	ENST00000357033	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_33190499_insertion	chrX:33190499	insertion	ENSG00000198947	ENST00000357033	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chrX_37432313_insertion	chrX:37432313	insertion	ENSG00000130962	ENST00000378628	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_38238287_insertion	chrX:38238287	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_38238299_insertion	chrX:38238299	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_38725055_insertion	chrX:38725055	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chrX_42411592_insertion	chrX:42411592	insertion	ENSG00000231772	ENST00000411879	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chrX_44624766_insertion	chrX:44624766	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
